RegAdm,Ville,NoAuto,Enseigne,AdrNumVoie,AdrComplement,AdrCommune,AdrCdPostal
CHAM-ARDEN,WITRY-LES-REIMS,3-468.503,ESCAL,ASSOCIATION ESPACE LOISIRS,31 BOULEVARD DU CHEMIN DE FER,WITRY LES REIMS,51420
CHAM-ARDEN,VOUZIERS,3-465.872,LES TOURELLES,31 RUE GAMBETTA,,VOUZIERS,8400
CHAM-ARDEN,VITRY-LE-FRANCOIS,3-463.842,PIERRE BRASSEUR (EX-VOX),18 GRANDE RUE DE VAUX,,VITRY LE FRANCOIS,51300
BRETAGNE,VITRE,3-463.643,AURORE CINEMA,19 BD DE LAVAL,,VITRE,35500
B-NORMANDI,VIRE,3-462.953,LE BASSELIN,PLACE CASTEL,,VIRE,14500
B-NORMANDI,VILLERS-SUR-MER,3-460.033,CINEMA DU CASINO,PLACE FANNEAU,,VILLERS SUR MER,14640
PICARDIE,VILLERS COTTERETS,3-459.221,CLUB 80,12 PLACE ARISTIDE BRIAND,,VILLERS COTTERETS,2600
CENTRE,VILLEFRANCHE-SUR-CHER,3-456.440,ESPACE SOLOGNE,REGIE DE RECETTE,MAIRIE B.P. N°5,VILLEFRANCHE SUR CHER,41200
B-NORMANDI,VILLEDIEU-LES-POELES,3-455.951,LE REX,PLACE DU PRESBYTERE,,VILLEDIEU LES POELES,50800
PAYS-LOIRE,VIHIERS,3-454.032,CINE'FIL,PLACE SAINT JEAN,,VIHIERS,49310
CENTRE,VIERZON,3-452.732,CINE THEATRE MAC NAB,"37, AVENUE DE LA REPUBLIQUE",,VIERZON,18100
PICARDIE,VERVINS,3-450.271,PICCOLI PICCOLO,PLACE PAPILLON,,VERVINS,2140
PAYS-LOIRE,VERTOU,3-450.171,CINE VAILLANT,RUE DU GENERAL DE GAULLE,,VERTOU,44120
H-NORMANDI,VERNON,3-448.981,THEATRE,1 PLACE DE PARIS,,VERNON,27200
H-NORMANDI,VERNEUIL-SUR-AVRE,3-448.762,CINEMA THEATRE TRIANON,RUE DU CANON,,VERNEUIL SUR AVRE,27130
CENTRE,VENDOME,3-446.494,CINE VENDOME,2 RUE DARREAU,,VENDOME,41100
BRETAGNE,VANNES,3-441.876,CINEVILLE PARC LANN,ZONE COMMERCIALE DE PARC LANN,RUE ARISTIDE BOUCICAUT,VANNES,56000
BRETAGNE,VANNES,3-441.863,EDEN,7 RUE PASTEUR,,VANNES,56000
BRETAGNE,VANNES,3-441.861,GARENNE,12 RUE ALEXANDRE LE PONTOIS,,VANNES,56000
B-NORMANDI,VALOGNES,3-441.261,TRIANON,4 RUE PALAIS DE JUSTICE,,VALOGNES,50700
PAYS-LOIRE,VALLET,3-440.961,LE CEP,8 BD EVARISTE DEJOIE,,VALLET,44330
H-NORMANDI,VAL-DE-REUIL,3-439.721,LES ARCADES,PLACE DES CHALANDS,,VAL DE REUIL,27100
PAYS-LOIRE,LA TURBALLE,3-437.012,ATLANTIC,PLACE DES ANCIENS COMBATTANTS,,LA TURBALLE,44420
CHAM-ARDEN,TROYES,3-436.453,CINE CITY,RUE DES BAS TREVOIS,,TROYES,10000
H-NORMANDI,LE TREPORT,3-434.402,JOACASINO  (EX CASINO),ESPLANADE LOUIS ARAGON,,LE TREPORT,76470
BRETAGNE,TREGUEUX,3-433.570,CINELAND,ZAC DU ROND PIONT DE BREZILLET,,TREGUEUX,22950
CENTRE,TOURY,3-432.084,SALLE DES FETES,COMMUNE DE TOURY,5 PLACE SUGER,TOURY,28310
B-NORMANDI,TOURVILLE-SUR-SIENNE,3-432.000,SALLE DES FETES,ASS. SPORTIVE LES FOULEES,LA BAIE DE LA SIENNE 25 LE BOURG,TOURVILLE SUR SIENNE,50200
B-NORMANDI,TOURVILLE-SUR-ODON,3-431.980,SALLE POLYVALENTE,COMMUNAUTE  CNES RIVES DE L'ODON,87 RUE DE L'EGLISE,NOUEN,14790
CENTRE,TOURS,3-431.801,MEGA CGR CENTRE,4 PLACE FRANCOIS TRUFFAUT,,TOURS,37000
CENTRE,TOURS,3-431.771,MEGA CGR 2 LIONS,QUARTIER DES 2 LIONS,AVENUE MARCEL MERIEUX,TOURS,37200
CENTRE,TOURS,3-431.732,STUDIO DES URSULINES,2 RUE DES URSULINES,,TOURS,37000
CENTRE,TOURNON-SAINT-MARTIN,3-431.531,LE FOYER,RUE DE LA GARE,,TOURNON SAINT MARTIN,36220
BOURGOGNE,TOUCY,3-429.621,LUX,21 RUE ARRAULT,,TOUCY,89130
BOURGOGNE,TONNERRE,3-428.961,CINEMA THEATRE,PLACE DE L HOTEL DE VILLE,,TONNERRE,89700
B-NORMANDI,TINCHEBRAY,3-428.483,LE NORMANDY,BD DU MIDI,,TINCHEBRAY,61800
B-NORMANDI,TILLY-SUR-SEULLES,3-428.450,SALLE DES FETES,COMMUNE DE TILLY SUR SEULE,MAIRIE PLACE CHARLES DE GAULLE,TILLY SUR SEULLES,14250
B-NORMANDI,THURY-HARCOURT,3-427.861,LE NORMANDY,PLACE DU GENERAL DE GAULLE,,THURY HARCOURT,14220
CHAM-ARDEN,THILLOIS,3-426.120,GAUMONT,PARC MILLESIME,,THILLOIS,51370
BRETAGNE,THEIX,3-424.800,SALLE MARCEL GUEHO,COMMUNE THEIX,,THEIX,56450
B-NORMANDI,LE THEIL,3-424.781,ST LOUIS,15 RUE DE LA CROIX,,LE THEIL,61260
CENTRE,TERMINIERS,3-423.650,SALLE POLYVALENTE,COMMUNE DE TERMINIERS,20 22 RUE DE CHANZY,TERMINIERS,28140
PICARDIE,TERGNIER,3-423.561,CASINO,"7, RUE MARCEAU",,TERGNIER,2700
H-NORMANDI,SAINT-VALERY-EN-CAUX,3-418.992,CASINO MUNICIPAL,LE PERREY,,SAINT VALERY EN CAUX,76460
PAYS-LOIRE,SAINT-SATURNIN,3-415.471,MEGA CGR,ZAC LES PORTES DE L'OCEANE,ROUTE D'ALENCON,SAINT SATURNIN,72650
BRETAGNE,SAINT-RENAN,3-414.352,LE BRETAGNE,RUE SAINT MATHIEU,,ST RENAN,29290
CENTRE,SAINT-REMY-SUR-AVRE,3-414.320,SALLE DE LA VALLEE,CNE DE SAINT REMY SUR AVRE,RUE DU GENERAL DE GAULLE,SAINT REMY SUR AVRE,28380
PICARDIE,SAINT QUENTIN,3-413.157,CINE QUAI,QUAI GAYANT,,SAINT QUENTIN,2100
BRETAGNE,SAINT-QUAY-PORTRIEUX,3-413.111,ARLETTY,BD MARECHAL FOCH,,SAINT QUAY PORTRIEUX,22410
BRETAGNE,SAINT-POL-DE-LEON,3-412.251,MAJESTIC,CENTRE MICHEL COLOMBE,PLACE DU KREISKER,SAINT POL DE LEON,29250
B-NORMANDI,SAINT-PIERRE-SUR-DIVES,3-412.061,REXY,9 RUE DE L EGLISE,,ST PIERRE SUR DIVES,14170
PAYS-LOIRE,SAINT-PIERRE-DES-NIDS,3-411.333,AIGLON,RUE DU PRE DE LA VILLE,,SAINT PIERRE DES NIDS,53370
CENTRE,SAINT-PIERRE-DES-CORPS,3-411.244,CENTRE CULTUREL COMMUNAL,37BIS AVENUE DE LA REPUBLIQUE,,SAINT PIERRE DES CORPS,37700
PAYS-LOIRE,SAINT-PHILBERT-DE-GRAND-LIEU,3-410.232,CINE PHIL,RUE DE LA CURE,,SAINT PHILBERT GRAND LIEU,44310
PAYS-LOIRE,SAINTE-PAZANNE,3-409.922,THEATRE JEANNE D'ARC,7 RUE DU BALLON,,SAINTE PAZANNE,44680
CHAM-ARDEN,SAINT-PARRES-AUX-TERTRES,3-409.170,SALLE DETERRE CHEVALIER,MAIRIE ST PARRES AUX TERTRES,2 RUE H. BERTHELOT,SAINT PARRES AUX TERTRES,10410
PICARDIE,SAINT-OUEN,3-408.122,VOX,RUE AMBROISE CROIZAT,,SAINT OUEN,80610
PAYS-LOIRE,GUERANDE,3-407.229,CINE PRESQU'ILE,3 AVENUE ANNE DE BRETAGNE,ZAC DE LA GARE,GUERANDE,44350
PAYS-LOIRE,SAINT-NAZAIRE,3-407.220,CINEVILLE,5 BD DE LA LEGION D'HONNEUR,,SAINT NAZAIRE,44600
PAYS-LOIRE,SAINT-NAZAIRE,3-407.211,JACQUES TATI,33 BD VICTOR HUGO,,SAINT NAZAIRE,44600
PAYS-LOIRE,SAINT-NAZAIRE,3-407.194,JEAN BART,3 BIS ROUTE DU FORT DE L EVE,,SAINT NAZAIRE,44600
PAYS-LOIRE,SAINT-NAZAIRE,3-407.192,LES KORRIGANS,8 AV DE LA REPUBLIQUE,,SAINT NAZAIRE,44600
PAYS-LOIRE,SAINT-MICHEL-CHEF-CHEF,3-406.352,SALLE ST MICHEL,20 RUE DU REDOIS,,SAINT MICHEL CHEF CHEF,44730
CHAM-ARDEN,SAINTE-MENEHOULD,3-405.942,LE KAPITTEL (EX-LE JUMP),5 PLACE DU GENERAL LECLERC,,SAINTE MENEHOULD,51800
BRETAGNE,SAINT-MEEN-LE-GRAND,3-405.831,LE CELTIC,RUE THEODORE BOTREL,,SAINT MEEN LE GRAND,35290
CENTRE,SAINTE-MAURE-DE-TOURAINE,3-404.692,SALLE PATRICE LECONTE,10 RUE DU CHATEAU,,STE MAURE DE TOURAINE,37800
PAYS-LOIRE,SAINT-MARS-LA-JAILLE,3-401.371,SALLE JEANNE D ARC,17 BD DE LA FERRONNAYS,,SAINT MARS LA JAILLE,44540
B-NORMANDI,SAINTE-MARGUERITE-D ELLE,3-400.642,SALLE DES FETES,COMMUNE DE STE MARGUERITE D'ELLE,,SAINTE MARGUERITE D'ELLE,14330
H-NORMANDI,SAINT-MARCEL,3-400.101,CENTRE CULTUREL GUY GAMBU,1 RUE JULES FERRY,,SAINT MARCEL,27950
PAYS-LOIRE,SAINT-MALO-DE-GUERSAC,3-399.721,LA MALOUINE,LE BOURG,,SAINT MALO DE GUERSAC,44910
BRETAGNE,SAINT-MALO,3-399.681,LE VAUBAN,10 BD DE LA TOUR D AUVERGNE,,SAINT MALO,35400
PAYS-LOIRE,SAINT-MACAIRE-EN-MAUGES,3-399.432,ESPACE BORIS VIAN,  2 RUE DU PRIEURE,,SAINT MACAIRE EN MAUGES,49450
BRETAGNE,SAINT-LUNAIRE,3-399.341,FAMILIAL,BD DE LA PLAGE,,SAINT-LUNAIRE,35800
B-NORMANDI,SAINT-LO,3-398.574,CINEMOVIKING,ESPLANADE JEAN GREMILLON,,SAINT LO,50000
B-NORMANDI,SAINT-LO,3-398.574,CINEMOVIKING,ESPLANADE JEAN GREMILLON,,SAINT LO,50000
B-NORMANDI,SAINT-LO,3-398.564,DRAKKAR,29 RUE ALSACE LORRAINE,,SAINT LO,50000
B-NORMANDI,SAINT-LO,3-398.562,MAJESTIC,25 RUE TORTERON,,SAINT LO,50000
PICARDIE,SAINT-JUST-EN-CHAUSSEE,3-396.151,JEANNE MOREAU,67 RUE DE BEAUVAIS,,ST JUST EN CHAUSSEE,60130
B-NORMANDI,SAINT-HILAIRE-DU-HARCOUET,3-391.331,REX,RUE WALDECK ROUSSEAU,,SAINT HILAIRE DU HARCOUET,50600
PAYS-LOIRE,SAINT-HERBLAIN,3-390.793,UGC CINE CITE ATLANTIS,CENTRE COMMERCIAL ATLANTIS,PLACE JEAN BART,SAINT HERBLAIN,44800
PAYS-LOIRE,SAINT-HERBLAIN,3-390.791,LUTETIA,18 RUE DES CALVAIRES,,SAINT HERBLAIN,44800
PICARDIE,SAINT GOBAIN,3-390.271,ERMITAGE,RUE SIMON,,SAINT GOBAIN,2410
CHAM-ARDEN,SAINT-GERMAIN,3-388.180,LA COMEDIE SAINT GERMAIN,845 ROUTE DE TROYES,,SAINT GERMAIN,10120
CENTRE,SAINT-GEORGES-SUR-CHER,3-388.002,SALLE SAINT GEORGES,COMMUNE DE ST GEORGES SUR CHER,MAIRIE 15 RUE DE VERDUN,SAINT GEORGES SUR CHER,41400
BRETAGNE,SAINT-GEORGES-DE-REINTEMBAULT,3-387.661,JULIEN MAUNOIR,RUE JULIEN MAUNOIR,,ST GEORGES DE REINTEMBAULT,35420
PAYS-LOIRE,SAINT-FLORENT-LE-VIEIL,3-385.421,CINE GLONNE,PLACE JULES ET MARIE SOURICE,,SAINT FLORENT LE VIEIL,49410
CENTRE,SAINT-FLORENT-SUR-CHER,3-385.392,RIO,2 RUE JEAN MOULIN,,SAINT FLORENT SUR CHER,18400
PAYS-LOIRE,SAINT-ETIENNE-DE-MONTLUC,3-383.961,MONTLUC CINEMA,RUE CHAVIN DE LA MUSSE,,SAINT ETIENNE DE MONT LUC,44360
CENTRE,SAINT-DOULCHARD,3-382.692,SALLE JACQUELINE RENVOYE,COMMUNE DE ST DOULCHARD,AVE DU GENERAL DE GAULLE,SAINT DOULCHARD,18230
CHAM-ARDEN,SAINT-DIZIER,3-382.552,CINE-QUAI,QUAI LAMARTINE,,SAINT DIZIER,52100
CHAM-ARDEN,SAINT-DIZIER,3-382.541,CYRANO,23 AV DE VERDUN,,SAINT DIZIER,52100
CENTRE,SAINT-CYR-SUR-LOIRE,3-381.240,L'ESCALE,ALLEE RENE COULON,,SAINT CYR-SUR-LOIRE,37540
BRETAGNE,SAINT-CAST-LE-GUILDO,3-377.681,EDEN,LES MIELLES,,SAINT CAST LE GUILDO,22380
PAYS-LOIRE,SAINT-CALAIS,3-377.442,CINEMA ZOOM 2,MAIRIE DE SAINT CALAIS,RUE AMEDEE SAUIDAN,SAINT CALAIS,72120
PAYS-LOIRE,SAINT-CALAIS,3-377.441,ZOOM,CENTRE DE RESSOURCES,PLACE DE L HOTEL DE VILLE,SAINT CALAIS,72120
BRETAGNE,SAINT-BRIEUC,3-377.271,CLUB,40 BD CLEMENCEAU,,SAINT BRIEUC,22000
PAYS-LOIRE,SAINT-BREVIN-LES-PINS,3-377.083,CINEJADE,PARC ACTIVITES  DE LA GUERCHE,,SAINT BREVIN LES PINS,44250
PAYS-LOIRE,SAINT-BREVIN-LES-PINS,3-377.072,LE BREVINOIS,8 RUE DE LA RESISTANCE,,SAINT BREVIN LES PINS,44250
PAYS-LOIRE,SAINT-BARTHELEMY-D ANJOU,3-375.581,SALLE DE SPECTACLES,33 PLACE JEAN XXIII,,ST BARTHELEMY D'ANJOU,49180
CENTRE,SAINT-AVERTIN,3-375.152,ATRIUM,ASS. CULTURELLE DE ST AVERTIN,RUE DE ROCHEPINARD,SAINT AVERTIN,37550
B-NORMANDI,SAINT-AUBIN-SUR-MER,3-374.903,JOACASINO,128 RUE PASTEUR,,SAINT AUBIN SUR MER,14750
BRETAGNE,SAINT-AUBIN-DU-CORMIER,3-374.582, MAUCLERC,RUE ANNE DE BRETAGNE,,SAINT AUBIN DU CORMIER,35140
BRETAGNE,SAINT-AUBIN-DU-CORMIER,3-374.581,CINEMA MAUCLERC,18 RUE DU CHATEAU,,SAINT AUBIN DU CORMIER,35140
H-NORMANDI,SAINT-ANDRE-DE-L EURE,3-372.973,LE CLOS MULOT,LE CLOS MULOT,6 RUE DE DREUX,SAINT ANDRE DE L'EURE,27220
CENTRE,SAINT-AMAND-MONTROND,3-372.181,LE MODERNE,27 RUE HENRI BARBUSSE,,SAINT AMAND MONTROND,18200
CENTRE,SAINT-AIGNAN,3-371.581,PETIT CASINO,18 PLACE WILSON,,SAINT AIGNAN,41110
CENTRE,SULLY-SUR-LOIRE,3-370.251,LE SULLY,22 BD JEANNE D ARC,,SULLY SUR LOIRE,45600
PICARDIE,SOISSONS,3-364.503,CLOVIS,"12, RUE DU BEFFROI",BP 38,SOISSONS CEDEX,2202
CHAM-ARDEN,SEZANNE,3-362.773,SEZ ART,RUE DES LYS,,SEZANNE,51120
BOURGOGNE,SERGINES,3-360.740,FOYER RURAL,REGIE DE RECETTES,PLACE DE L'HOTEL DE VILLE,SERGINES,89140
BOURGOGNE,SENS,3-359.762,VOX,14 RUE VICTOR GUICHARD,,SENS,89100
BOURGOGNE,SENS,3-359.761,REX,1 PLACE JEAN JAURES,,SENS,89100
CENTRE,SENONCHES,3-359.622,L'AMBIANCE,10 RUE FLANDRES DUNKERQUE,,SENONCHES,28250
PICARDIE,SENLIS,3-359.462,JEANNE D ARC,10 RUE DU CIMETIERE SAINT RIEUL,,SENLIS,60300
CENTRE,SELLES-SUR-CHER,3-358.561,LE STUDIO,PLACE CHARLES DE GAULLE,,SELLES SUR CHER,41130
PAYS-LOIRE,SEGRE,3-357.904,LE MAINGUE,PLACE DU PORT,,SEGRE,49500
B-NORMANDI,SEES,3-357.751,REX,5 PLACE DE LA 2EME DB,,SEES,61500
CHAM-ARDEN,SEDAN,3-357.672,TURENNE,17 AV DE VERDUN,,SEDAN,8200
PAYS-LOIRE,SAUMUR,3-354.782,LE PALACE,13 QUAI CARNOT,,SAUMUR,49400
BRETAGNE,SARZEAU,3-353.571,LE RICHEMONT,RUE DE POULMANACH RUE DE L'OCEAN,,SARZEAU,56370
CENTRE,SARAN,3-352.610,PATHE SARAN,1010 RUE NATIONALE,LIEUDIT LES BOURGEOISIES,SARAN,45770
PAYS-LOIRE,SABLE-SUR-SARTHE,3-348.314,CTRE CULTUREL JOEL LE THEULE,RUE ST DENIS,,SABLE SUR SARTHE,72300
PAYS-LOIRE,SABLE-SUR-SARTHE,3-348.311,PALACE CARNOT,8 BIS RUE CARNOT,,SABLE SUR SARTHE,72300
PICARDIE,RUE,3-347.132,SALLE DES FETES,COMMUNE DE RUE,3 RUE ERNEST DUMONT,RUE,80120
H-NORMANDI,ROUEN,3-344.590,PATHE DOCKS 76,CENTRE COMMERCIAL DOCKS 76,BOULEVARD FERDINAND DE LESSEPS,ROUEN,76000
H-NORMANDI,ROUEN,3-344.571,UGC CINE CITE,CENTRE COMMERCIAL DE SAINT SEVER,,ROUEN,76100
H-NORMANDI,ROUEN,3-344.532,OMNIA REPUBLIQUE,28 RUE DE LA REPUBLIQUE,,ROUEN,76000
H-NORMANDI,ROUEN,3-344.514,LE MELVILLE,75 RUE DU GENERAL LECLERC,,ROUEN,76000
BRETAGNE,ROSTRENEN,3-343.951,CINE BREIZ,2 RUE DE STRASBOURG,,ROSTRENEN,22110
BRETAGNE,ROSCOFF,3-343.321,STE BARBE,14 BIS RUE YANN D ARGENT,,ROSCOFF,29211
CENTRE,ROMORANTIN-LANTHENAY,3-342.112,C V L PALACE,9 RUE DE LA RESISTANCE,,ROMORANTIN LANTHENAY,41200
CHAM-ARDEN,ROMILLY-SUR-SEINE,3-342.071,MARCEL CARNE,66 RUE GAMBETTA,,ROMILLY SUR SEINE,10100
BRETAGNE,ROMILLE,3-342.020,KORRIGAN,3 RUE DE LA VAUNOISE,,ROMILLE,35850
BRETAGNE,LA ROCHE-BERNARD,3-339.311,LA COURONNE,2 RUE DE LA GREE BLANCHE,,LA ROCHE BERNARD,56130
CENTRE,RICHELIEU,3-337.051,MAJESTIC,26 RUE HENRI PROUST,,RICHELIEU,37120
PAYS-LOIRE,REZE,3-336.432,SALLE ST PAUL,38 RUE JULIEN DOUILLARD,,REZE,44400
B-NORMANDI,REVILLE,3-336.191,RICHELIEU,ROUTE DE ST VAAST,,REVILLE,50930
BRETAGNE,RETIERS,3-335.711,LE RESTERIA,2 BIS RUE LAMENAIS,,RETIERS,35240
CHAM-ARDEN,RETHEL,3-335.653,THEATRE LOUIS JOUVET,16 PLACE DE CAEN,,RETHEL,8300
PICARDIE,RESSONS-SUR-MATZ,3-335.581,CENTRE CULTUREL ET  DE LOISIRS,MAIRIE DE RESSONS SUR MATZ,1 PLACE VERDUN,RESSONS SUR MATZ,60490
BRETAGNE,RENNES,3-335.108,GAUMONT,12 RUE YVONNE JEAN HAFFEN,,RENNES,35000
BRETAGNE,RENNES,3-335.107,LE SCOPE,ASS COMMUNE LIBRE STE THERESE,14 RUE JEAN BOUCHER,RENNES,35000
BRETAGNE,RENNES,3-335.073,CINEVILLE COLOMBIER,PLACE DU COLOMBIER,,RENNES,35000
BRETAGNE,RENNES,3-335.055, CINE T.N.B,1 RUE SAINT HELIER,,RENNES,35100
BRETAGNE,RENNES,3-335.054,ARVOR,29 RUE D'ANTRAIN,,RENNES,35000
BRETAGNE,RENNES,3-335.053,CENTRE CULTUREL LE RALLYE,135 RUE D ANTRAIN,,RENNES,35000
PAYS-LOIRE,RENAZE,3-334.921,VOX,30 RUE VICTOR FOURCAULT,,RENAZE,53800
CHAM-ARDEN,REIMS,3-333.961,OPERA,3 RUE THEODORE DUBOIS,,REIMS,51100
CHAM-ARDEN,REIMS,3-333.901,GAUMONT,72 PLACE DROUET D' ERLON,,REIMS,51100
BRETAGNE,REDON,3-333.304,MANIVEL CINEMA,12 QUAI JEAN BART,,REDON,35600
BRETAGNE,QUINTIN,3-330.431,LE ROCHONEN,14 RUE ROCHONEN,,QUINTIN,22800
BRETAGNE,QUIMPERLE,3-330.052,LA BOBINE,RUE BREMOND D ARS,,QUIMPERLE,29130
BRETAGNE,QUIMPER,3-330.033,CINEMA LE CHAPEAU ROUGE,1 RUE DE PARADIS,,QUIMPER,29000
BRETAGNE,QUIMPER,3-330.024,LE BRETAGNE,5 RUE FRANCOIS TRUFFAUT,,QUIMPER,29000
BRETAGNE,QUIMPER,3-330.021,ARCADES,38 BOULEVARD DUPLEIX,,QUIMPER,29000
BRETAGNE,QUIBERON,3-329.792,LE CINE,13 PLACE HOCHE,,QUIBERON,56170
BRETAGNE,QUESTEMBERT,3-329.501,IRIS,2 BOULEVARD SAINT PIERRE,,QUESTEMBERT,56230
PICARDIE,QUEND,3-329.162,PAX,PLACE DU GENERAL DE GAULLE,,QUEND PLAGE,80120
PAYS-LOIRE,PREFAILLES,3-324.732,ESPACE CULTUREL, OFFICE DE TOURISME DE PREFAILLE,17 GRANDE RUE,PREFAILLES,44770
PAYS-LOIRE,PREFAILLES,3-324.731, ATLANTIQUE,GRANDE RUE,,PREFAILLES,44770
PAYS-LOIRE,LE POULIGUEN,3-322.952,CINEMA PAX,5 RUE DU MARECHAL JOFFRE,,LE POULIGUEN,44510
PAYS-LOIRE,PORNIC,3-321.135,ST JOSEPH,RUE NOTRE DAME,,PORNIC,44210
PAYS-LOIRE,PORNIC,3-321.132,CINEMA ST GILLES,54 RUE DE VERDUN,,PORNIC,44210
PAYS-LOIRE,LES PONTS-DE-CE,3-320.872,THEATRE DES DAMES,4 RUE DES DAMES,,LES PONTS DE CE,49130
BRETAGNE,PONT-SCORFF,3-320.861,THEATRE LE STRAPONTIN,RUE RIALLAND,,PONT SCORFF,56620
PICARDIE,PONT-SAINTE-MAXENCE,3-320.771,PALACE,RUE DES PÊCHEURS,,PONT SAINTE MAXENCE,60700
B-NORMANDI,PONT-L EVEQUE,3-320.411,CINEMA LE CONCORDE,PLACE ROBERT DE FLERS,,PONT L EVEQUE,14130
BRETAGNE,PONT-L ABBE,3-320.331,CINEMA EXCELSIOR,27 RUE PASTEUR,,PONT L ABBE,29120
BRETAGNE,PONTIVY,3-320.311,REX,ZONE DE NIEL,,PONTIVY,56300
BOURGOGNE,PONTIGNY,3-320.290,MAISON DE L'ENFANT,ASSOCIATION OFFICE DU TOURISME,22 RUE PAUL DESJARDINS,PONTIGNY,89230
PAYS-LOIRE,PONTCHATEAU,3-319.022,LA BOBINE,6 PLACE DE LA GARE,,PONTCHATEAU,44160
H-NORMANDI,PONT-AUDEMER,3-318.782,ROYAL,16 RUE DU GENERAL LECLERC,,PONT AUDEMER,27500
PAYS-LOIRE,LA POMMERAYE,3-317.911,SALLE ST MARTIN,RUE DE LA LOIRE,,LA POMMERAYE,49620
PICARDIE,POIX-DE-PICARDIE,3-317.442,TRIANON,1 RUE DE L ABREUVOIR,,POIX DE PICARDIE,80290
BRETAGNE,PLUMAUDAN,3-315.960,CASSIOPEE,PLUMAUDAN ASS. CULTURE LOISIRS,LE BOURG MAIRIE,PLUMAUDAN,22350
BRETAGNE,PLOURIN,3-315.760,CYBERIA, VILLE DE PLOURIN,MAIRIE,PLOURIN,29830
BRETAGNE,PLOUGUENAST,3-315.411,LE CITHEA,RUE DES ECOLES,,PLOUGUENAST,22150
BRETAGNE,PLOUGONVELIN,3-315.332,LE DAUPHIN,CINEMA  LE DAUPHIN,RESIDENCE DE L OCEAN,PLOUGONVELIN,29217
BRETAGNE,PLOUGASTEL-DAOULAS,3-315.312,IMAGES,RUE DE SALTASH,,PLOUGASTEL DAOULAS,29470
BRETAGNE,PLOUESCAT,3-315.251,CINEMA LE DAUPHIN,1O RUE FOCH,,PLOUESCAT,29430
BRETAGNE,PLOERMEL,3-314.823,CINELAC,13 RUE DU LAC,,PLOERMEL,56800
BRETAGNE,PLEURTUIT,3-314.601,CINE ARMOR,RUE DES FRERES LUMIERE,,PLEURTUIT,35730
BRETAGNE,PLESTIN-LES-GREVES,3-314.471,LE DOURON,PLACE DE LAUNCESTON,,PLESTIN LES GREVES,22310
BRETAGNE,PLERGUER,3-313.952,SALLE CHATEAUBRIAND,COMMUNE DE PLEGUER,PLACE DE LA MAIRIE,PLERGUER,35540
BRETAGNE,PLENEUF-VAL-ANDRE,3-313.912,LA ROTONDE,CASINO MUNICIPAL DU VAL ANDRE,1 COURS WINSTON CHURCHILL,PLENEUF VAL ANDRE,22370
BRETAGNE,PLELAN-LE-GRAND,3-313.842,CINEMA L'HERMINE,CINEMA L'HERMINE,RUE DE L HERMINE,PLELAN LE GRAND,35380
BRETAGNE,PLELAN-LE-GRAND,3-313.841,CINEMA L HERMINE,RUE DE COUESDOUAN,,PLELAN LE GRAND,35380
CENTRE,PITHIVIERS,3-312.443,LE MAIL,26 MAIL OUEST,,PITHIVIERS,45300
B-NORMANDI,PIROU,3-312.221,LE COTENTIN,PLACE DU MARCHE,PIROU PLAGE,PIROU,50770
BRETAGNE,PERROS-GUIREC,3-307.943,LES BALADINS,27 BOULEVARD THALASSA,,PERROS GUIREC,22700
PICARDIE,PERONNE,3-307.361,PICARDY,9 RUE ST SAUVEUR,,PERONNE,80200
BRETAGNE,PENMARCH,3-306.414,ECKMUHL,RUE DU PORT,KENITY,PENMARCH,29760
BRETAGNE,LE PALAIS,3-302.453,REX,PASSAGE DE L HOTEL DE VILLE,,LE PALAIS,56360
BRETAGNE,PAIMPOL,3-302.312,CINE BREIZ,RUE HENRY DUNANT,,PAIMPOL,22500
B-NORMANDI,OUISTREHAM,3-300.801,MICHEL CABIEU,5 AVENUE MICHEL CABIEU,,OUISTREHAM,14150
PICARDIE,ORRY-LA-VILLE,3-299.511,CINEDORI,RUE DES FRAISIERS,CINEDORI,ORRY LA VILLE,60560
CENTRE,ORLEANS,3-298.834,PATHE ORLEANS,45 RUE DES HALLES,QUAI DU CHATELET,ORLEANS,45000
CENTRE,ORLEANS,3-298.831,LES CARMES,7 RUE DES CARMES,,ORLEANS,45000
CENTRE,ORLEANS,3-298.831,LES CARMES,7 RUE DES CARMES,,ORLEANS,45000
CENTRE,ORLEANS,3-298.821,PATHE PLACE D'ARC,CENTRE COMMERCIAL PLACE D'ARC,2 RUE NICOLAS COPERNIC,ORLEANS,45000
CENTRE,ORLEANS,3-298.785,SALLE ANTOINE VITEZ,CARRE ST VINCENT,,ORLEANS,45000
H-NORMANDI,OISSEL,3-296.615,ESPACE ARAGON,PLACE DU 8 MAI 1945,,OISSEL,76350
PAYS-LOIRE,NOZAY,3-294.891,LE NOZEK,RUE DE LA GARE,,NOZAY,44170
PICARDIE,NOYON,3-294.861,PARADISIO  (EX-PALACE A),16 BD ERNEST NOEL,,NOYON,60400
CENTRE,NOTRE-DAME-D OE,3-293.630,COMPLEXE CULTUREL OESIA,ROND-POINT DE LA CHASSETIERE,,NOTRE-DAME-D'OE,37390
H-NORMANDI,NOTRE-DAME-DE-GRAVENCHON,3-293.392,COLOMBIER,RUE RENE COTY,,NOTRE DAME DE GRAVENCHON,76330
